Timestamp,Pump_ID,Suction_Pressure_Bar,Discharge_Pressure_Bar,Flow_Rate_m3h,Motor_Current_Amps,Vibration_mm_s,Vessel_Level_Percent,Status
2026-03-02 13:00:00,P-101C,2.215214045,12.81860694,155.4840226,47.18872254,1.267564886,75.13113018,Operating
2026-02-03 16:00:00,P-102B,2.214822222,12.72102893,154.6984853,47.33782286,1.266040632,73.64356026,Operating
2026-02-21 12:00:00,P-101A,2.236670582,12.88206519,152.2110669,48.25131286,1.347989595,77.54864944,Operating
2026-02-11 13:00:00,P-102A,2.221953936,12.85229646,154.6486222,47.90724156,1.003708958,74.7402999,Operating
2026-02-01 14:00:00,P-101B,2.163317687,12.84255144,156.5458015,48.49288471,1.276224622,71.62812542,Standby
2026-02-06 8:00:00,P-102A,2.172307899,13.11791405,153.4371294,48.7818153,0.9512307585,73.2064988,Operating
2026-02-10 16:00:00,P-102C,2.230261533,12.65231422,154.6842292,48.76709922,1.312776401,74.9772316,stndby
2026-02-08 20:00:00,P-101A,2.168366594,12.75816824,156.398492,48.65878008,1.26041619,79.65461833,operating
2026-02-22 1:00:00,P-101A,2.271817243,12.89664717,156.0023713,47.24704507,1.107241776,74.71208653,Operating
2026-02-01 2:00:00,P-101A,2.193151785,12.89061766,153.3721393,47.82141041,1.220564865,76.94953392,Operating
2026-02-25 20:00:00,P-101C,2.279536876,12.75190308,151.48475,48.12702091,1.265685158,74.0562725,Operating
2026-02-15 23:00:00,P-101B,2.228482217,10.80411961,147.4386617,43.77695623,3.06480377,69.99742582,Operating
2026-02-20 20:00:00,P-101B,2.169670103,10.32627074,140.7107764,43.30032297,3.918109073,73.46215437,Standby
2026-02-25 22:00:00,P-102C,2.254410823,12.78126545,155.8451489,48.13098814,1.142151473,74.61297501,Operating
2026-02-22 5:00:00,P-101C,2.176746495,12.63452221,153.448475,48.77728518,1.021842161,77.36710534,Operating
2026-02-18 23:00:00,P-101B,2.205837735,10.85429471,142.4552202,42.99857704,3.828831977,73.0456379,Operating
2026-02-01 0:00:00,P-102C,2.166266004,,152.3331477,47.22325383,1.131709111,74.8870668,operating
2026-02-25 4:00:00,P-101A,2.278158689,12.85378554,158.8574248,48.43714194,1.038220164,73.8306881,Operating
2026-02-15 23:00:00,P-102A,2.254619172,12.72747639,155.112047,48.72281202,1.114648349,74.15956924,Standby
2026-02-09 17:00:00,P-102B,2.188077438,12.9156068,156.4276733,50.65777068,1.296730382,73.04833316,Operating
2026-02-16 2:00:00,P-102B,2.243858168,13.06164119,151.1338242,49.54714734,1.387329422,76.31573192,Operating
2026-02-24 14:00:00,P-102B,2.273871924,12.74046964,156.840961,48.5829182,1.101863101,75.53645946,Operating
2026-02-26 18:00:00,P-101B,2.236877584,9.199852054,135.6504634,39.1709435,5.298287896,71.93325848,Operating
2026-02-27 3:00:00,P-102B,2.146008354,12.81376382,157.3814616,48.14933137,1.217281268,70.99128855,Operating
2026-02-03 11:00:00,P-101C,2.301121825,12.85377703,154.9593001,48.68435054,1.258834013,75.03322873,OPR
2026-02-09 10:00:00,P-102A,2.242731504,12.65788114,157.1518061,47.58279806,1.197829684,74.69458889,Operating
2026-02-27 15:00:00,P-101A,2.267545146,12.72187674,153.9248359,48.44006124,1.219667496,75.95206582,Operating
2026-03-02 10:00:00,P-101C,2.26510443,12.77323097,153.762583,47.9633351,1.158889216,73.06175135,Operating
2026-02-22 12:00:00,P-102B,2.216599945,12.83539065,158.5988527,48.9121432,1.265284562,73.65661498,Operating
2026-02-10 22:00:00,P-102A,2.210185389,12.72555517,155.5310705,46.8711187,1.253332171,69.00793187,STANDBY
2026-02-24 10:00:00,P-101C,2.219838026,12.81917421,155.2718567,48.68818407,1.205106238,76.52271975,Operating
2026-02-03 12:00:00,P-102B,2.228126596,12.81204737,154.2049705,46.84620499,1.255640561,76.26096917,Operating
2026-02-12 1:00:00,P-102A,2.13673018,12.81438615,155.9081481,48.75921514,1.13713564,74.61867332,STANDBY
2026-02-26 1:00:00,P-102A,2.080808471,12.81780903,155.7842053,46.83820242,1.030688569,74.59423643,Operating
2026-02-20 1:00:00,P-102B,2.143847041,12.70243757,155.0786118,49.18877389,1.241300205,73.99951361,Operating
2026-02-25 16:00:00,P-102B,2.23094428,12.61461835,153.7528195,49.60362491,1.198725763,72.97751457,Operating
2026-02-01 3:00:00,P-102C,2.07519661,12.72105938,157.5308437,48.71221872,1.185117382,78.70607974,Operating
2026-02-11 20:00:00,P-102A,2.182880142,12.64365353,155.4095818,48.4454633,1.097974262,76.16595672,Operating
2026-03-02 22:00:00,P-101C,2.212320848,12.95664643,159.6704363,48.61979124,1.086428617,71.02780263,Operating
2026-02-16 15:00:00,P-101C,2.250059301,12.82741596,157.4810165,47.29270391,1.19825705,73.37072259,Operating
2026-02-19 1:00:00,P-101C,2.207935123,12.81578665,150.2690152,47.42302042,1.235400634,77.32109434,Operating
2026-02-17 2:00:00,P-102C,2.165596486,12.7790772,157.0550998,47.01560549,1.177150472,73.82726274,Operating
2026-02-08 4:00:00,P-102C,2.141462005,12.8753458,154.4966416,47.93820712,1.216233556,74.5837278,Operating
2026-02-14 8:00:00,P-101C,2.316799522,12.85310739,157.291365,49.21307297,1.25375575,77.88654869,stndby
2026-02-28 1:00:00,P-102A,2.18807886,12.71960193,153.6405749,47.12667315,1.251538102,76.65198286,Operating
2026-02-19 12:00:00,P-101C,2.253782253,12.73574464,157.0077262,47.87245835,1.084407433,75.77604538,Operating
2026-02-24 0:00:00,P-102C,2.219099369,12.73255631,151.9081089,47.80804019,1.189934596,74.16975265,Operating
2026-02-17 18:00:00,P-101C,2.196387706,12.8170388,154.1197875,48.2294162,1.11613589,73.26239181,Operating
2026-02-03 7:00:00,P-101C,2.224036483,12.83769374,154.1079187,48.77278707,1.066203978,74.39251106,Operating
2026-02-15 13:00:00,P-101C,2.256190363,12.65992525,156.2185453,48.56892303,,77.23305038,Operating
2026-02-23 0:00:00,P-102B,2.175413008,12.7828677,152.7253601,48.04659734,1.126829772,72.98880893,Operating
2026-02-28 8:00:00,P-101B,2.168308544,9.130817873,136.6416331,38.28744592,5.98741663,75.17329398,Operating
2026-02-01 1:00:00,P-102B,2.200574466,12.84534885,154.2577532,49.17764104,,72.54809352,Operating
2026-02-19 13:00:00,P-102B,2.247512822,12.76899379,156.3184556,48.75905654,1.218344177,76.94307598,Operating
2026-02-02 12:00:00,P-102B,2.222018811,12.67448041,155.5528533,49.19810973,1.067187212,76.32699749,Standby
2026-02-14 13:00:00,P-102B,2.272860835,12.77514425,157.1491876,50.67815624,1.214186837,72.81111076,Operating
2026-02-13 3:00:00,P-101C,2.226446383,12.94051977,153.1147548,47.92989868,1.570098373,76.17559985,Operating
2026-02-12 6:00:00,P-101C,2.177020855,12.84285207,158.3518464,47.88435137,1.263090033,76.96044359,Operating
2026-02-01 23:00:00,P-102A,2.156367406,12.68458765,153.8118883,46.87062886,1.244469926,72.53218092,Operating
2026-02-20 14:00:00,P-101C,2.170979486,12.76574623,157.3584467,48.21110187,1.242641168,73.14150378,Operating
2026-03-02 11:00:00,P-101B,2.159611398,8.62825753,135.421974,38.16486141,5.941422349,76.84081578,Operating
2026-02-22 3:00:00,P-102C,2.174802874,12.87358241,156.0001307,48.64183356,1.21490232,74.2442391,Operating
2026-02-24 22:00:00,P-102C,2.100957134,12.67826949,155.1660081,48.52209882,1.202387608,73.73014553,Operating
2026-01-02 4:00:00,P-101B,2.187624481,12.84386618,155.2645075,47.71597032,0.8558084378,79.0349664,Operating
2026-02-20 10:00:00,P-102B,2.286529736,12.78455196,152.3762283,47.78072571,1.236851574,80.1945858,Operating
2026-02-17 0:00:00,P-101B,2.178160837,10.92358104,141.6232093,42.40038833,3.542910458,75.87397293,Operating
2026-02-06 5:00:00,P-102C,2.131980252,12.72188777,156.2992704,47.48832673,1.056346159,72.37942403,stndby
2026-02-10 20:00:00,P-102B,2.335179765,12.65117645,156.8245121,47.09770678,1.262958378,73.54273836,Standby
2026-02-02 16:00:00,P-101B,2.17772844,12.78500057,149.8365668,46.94223268,0.716199999,72.09456131,Operating
2026-02-01 10:00:00,P-101A,2.142951125,12.90469027,154.5695097,47.38027037,1.016538943,76.91379385,Operating
2026-02-02 12:00:00,P-101A,2.201171992,12.76200516,151.7377066,48.3502748,1.177509611,73.83879643,Operating
2026-02-13 16:00:00,P-101B,2.133316701,11.43106198,145.8678773,45.71936199,2.934647001,71.40799944,Operating
2026-02-20 22:00:00,P-101C,2.202881401,12.89670973,155.0702891,47.76457179,1.273463383,74.32828841,Operating
2026-02-13 1:00:00,P-101B,2.217511016,11.65690972,145.5194226,45.69733318,2.633119228,76.62269102,Operating
2026-02-21 3:00:00,P-102B,2.163840173,12.82868243,154.1179427,47.53175654,1.283430212,71.43448479,Operating
2026-02-15 16:00:00,P-101C,2.181436077,12.89727686,156.0013704,48.09123693,0.8942301093,74.70936488,OPR
2026-02-04 15:00:00,P-101C,2.266777068,12.83818719,157.1125822,48.88576809,1.287651864,75.73822264,Operating
2026-02-19 6:00:00,P-101A,2.13592168,,153.396521,47.35264623,1.497749573,74.33045946,Operating
2026-03-01 14:00:00,P-102B,2.262807941,12.87485451,153.6732324,48.7307586,1.114448625,76.72687379,operating
2026-02-15 8:00:00,P-102C,2.143381264,12.74290489,156.4616452,48.91699668,1.196008775,73.22291797,OPR
2026-02-23 6:00:00,P-102A,2.124551431,12.78963229,153.3504475,47.64032578,1.357201222,77.51451215,Operating
2026-02-25 19:00:00,P-102B,2.16445548,12.92333917,151.9347155,47.74125829,1.214196795,75.91105459,Operating
2026-02-09 20:00:00,P-101B,2.145585789,12.2718662,151.6436144,45.54267808,2.01702834,70.05366159,Operating
2026-02-13 2:00:00,P-101C,2.165208994,12.71597378,149.7548732,47.56607382,1.155833944,73.68151966,Operating
2026-02-02 4:00:00,P-102B,2.143426022,12.82842509,153.6441855,47.46414968,1.230792197,73.75897798,Operating
2026-02-04 2:00:00,P-102A,2.195748331,12.70531503,153.9550896,47.66553874,1.031557559,75.28927898,Operating
2026-02-05 11:00:00,P-101C,2.191966181,12.81253245,154.2224768,49.57198221,1.274281786,76.61847475,Operating
2026-02-20 11:00:00,P-101A,2.274076967,12.76151123,150.2563767,48.05178743,1.202160765,76.52971142,Standby
2026-02-26 18:00:00,P-102C,2.232626238,12.86911724,154.9128041,47.2531729,1.206187171,73.80679732,Operating
2026-02-19 3:00:00,P-101A,2.188493961,12.81789304,152.4718032,48.23425748,1.276191356,74.73607486,Operating
2026-06-02 13:00:00,P-102C,2.218417243,12.74678585,157.1083185,48.60891001,1.257621054,71.89381796,Operating
2026-02-24 0:00:00,P-101C,2.204643531,12.57372324,155.2773453,46.66024886,1.064008084,74.48337664,Standby
2026-02-07 15:00:00,P-101B,2.251310667,12.61287116,155.0748657,47.62577487,1.723897588,76.57579927,Operating
2026-02-16 21:00:00,P-102B,2.19638656,12.69086087,151.6419561,48.22142412,1.16289014,73.19636668,Standby
2026-02-26 17:00:00,P-101A,2.187865005,12.77492884,159.675433,48.42941591,1.336830767,75.09526213,Operating
2026-02-06 15:00:00,P-101A,2.156234021,12.81629022,155.6863748,48.42613489,1.30103014,74.28156187,stndby
2026-02-11 9:00:00,P-102A,2.216348306,12.7366283,155.130466,47.7727676,1.090053599,78.32798406,Operating
2026-02-20 10:00:00,P-102C,2.177773738,12.70051135,154.2382881,47.64246022,1.225991072,75.91733643,Operating
2026-02-21 3:00:00,P-101A,2.154985873,12.82574437,156.7782359,47.12428483,,77.4344346,Operating
2026-02-20 3:00:00,P-102A,2.174252356,12.6775453,156.2863608,47.40437668,1.287787366,74.37135991,Operating
2026-02-08 4:00:00,P-102C,2.141462005,12.8753458,154.4966416,47.93820712,1.216233556,74.5837278,Operating
2026-02-15 19:00:00,P-102C,2.153068493,12.75648992,153.8076303,48.28846469,1.190063186,73.40366912,Operating
2026-02-25 13:00:00,P-102C,2.203487348,12.79584129,156.82504,48.51749951,1.210741476,75.9655607,Operating
2026-02-14 12:00:00,P-101B,2.180305422,11.21203269,144.2686275,43.41553435,2.746577484,76.19902316,Operating
2026-02-22 0:00:00,P-102A,2.205281055,12.84362768,156.7334501,47.46691527,1.254228009,76.31707252,Operating
2026-02-27 17:00:00,P-101A,2.208701372,12.80232963,153.0490549,48.87436786,1.356702403,75.14958717,Operating
2026-02-04 17:00:00,P-101B,2.26 bar,12.54407211,153.3219036,47.32935211,1.084958581,76.02795282,Operating
2026-02-10 17:00:00,P-101C,2.30628452,12.77820525,155.2710523,46.7393529,1.179881203,77.19199315,Standby
2026-02-02 18:00:00,P-101A,2.179518296,12.78095865,154.4961194,48.79884544,1.067299146,74.50606133,operating
2026-02-25 2:00:00,P-101C,2.133108303,12.88227838,154.9707589,47.70000885,0.9811523527,75.73767639,Operating
2026-02-07 10:00:00,P-102A,2.132868509,12.74315349,155.6890851,47.55615825,1.373911478,75.39767949,Standby
2026-02-23 13:00:00,P-101C,2.23835698,12.85403106,153.7120981,46.18819694,1.292595178,75.32506151,Operating
2026-02-06 10:00:00,P-101A,2.139806956,12.86791329,153.2452678,49.31892095,1.199878262,80.88750374,Operating
2026-02-25 13:00:00,P-102A,2.100106085,12.88072437,156.482574,48.48028921,1.35171152,72.11958637,Operating
2026-02-21 15:00:00,P-101B,2.228520253,10.28588046,140.5993236,39.56836783,4.291639048,76.50884831,Operating
2026-02-07 14:00:00,P-101A,2.12374012,12.76403799,155.5463977,49.03558617,1.157103874,75.50188708,Operating
2026-02-17 16:00:00,P-101C,2.104941529,12.84116187,154.4135165,48.11410513,1.214914575,72.65595931,Operating
2026-02-01 22:00:00,P-102C,2.126891523,12.75465686,152.9428079,48.0857925,1.353000723,76.79986258,Standby
2026-02-28 6:00:00,P-102B,2.247247487,13.00018017,155.3826941,47.67575638,1.161277224,75.51754214,Operating
2026-02-01 7:00:00,P-101A,2.238035187,12.74487577,156.1822183,47.76618432,1.222676248,76.64068201,Operating
2026-02-21 3:00:00,P-101B,2.243444896,10.12325538,143.2236636,43.11000847,4.613036687,72.02324216,Operating
2026-02-18 3:00:00,P-101C,2.209038171,12.79461912,155.483697,48.53986695,1.216182917,75.83659652,Standby
2026-02-23 19:00:00,P-102B,2.117358212,12.73271925,153.7622103,48.37040253,,75.36194593,Operating
2026-09-02 16:00:00,P-102A,2.24839187,12.70128527,154.7064622,49.11481938,1.110636018,75.12746025,stndby
2026-02-01 13:00:00,P-101A,2.249706144,12.84630804,154.0247893,48.52901705,1.124803257,77.2542806,Operating
2026-02-24 11:00:00,P-102A,2.189844481,12.85143719,155.6067504,47.83665835,1.251402729,75.26490961,Operating
2026-02-22 3:00:00,P-101B,2.188417498,10.08851818,136.2482091,41.23493164,4.26522863,77.21179655,Operating
2026-02-02 0:00:00,P-101B,2.241017802,12.77544837,156.0289431,48.40010819,1.358423458,71.29230456,Operating
2026-02-25 6:00:00,P-101A,2.180292319,12.78065015,155.524796,47.07231281,1.04724292,70.90099502,Standby
2026-02-08 5:00:00,P-102B,2.204500001,12.67973565,156.5036266,48.90800488,1.221539643,77.87410476,Operating
2026-02-14 23:00:00,P-101C,2.224501404,12.78686314,154.8713132,48.75966269,0.996146271,75.03841433,Operating
2026-02-23 7:00:00,P-101A,2.136054506,,152.768961,48.74118375,1.163663887,72.49152236,Operating
2026-02-16 11:00:00,P-101A,2.21580646,12.63619416,152.6486448,47.1565501,1.283888347,71.66765838,operating
2026-02-19 21:00:00,P-102C,2.202459488,12.58073697,154.5764616,48.3118768,1.295202069,74.81457551,Operating
2026-02-09 21:00:00,P-102B,2.347007167,12.75839908,154.9806375,46.56232607,1.17324643,73.1163697,Standby
2026-02-13 13:00:00,P-101C,2.226818739,12.7395458,157.0105277,48.61601665,1.326229875,75.1597954,Operating
2026-02-26 19:00:00,P-102B,2.150147903,12.81126532,154.3337047,48.40084325,1.155884224,74.25704657,Operating
2026-02-19 13:00:00,P-101C,2.185699767,12.7333245,153.40296,48.61143178,1.13883353,74.35268275,Operating
2026-02-10 1:00:00,P-102A,2.137471368,12.92058655,149.8625282,48.97528893,1.204747633,75.28548616,Operating
2026-02-04 19:00:00,P-102B,2.178320328,12.85576721,158.1174098,47.3967761,1.089090072,75.27700982,Operating
2026-03-02 15:00:00,P-101B,2.174718692,8.680381232,129.5856353,38.31646504,5.914233947,74.26484493,Operating
2026-02-25 16:00:00,P-101C,2.158726629,12.78113616,154.0512703,48.68135489,1.236775064,75.36858755,Operating
2026-02-21 7:00:00,P-102A,2.201680819,12.75694291,157.2050719,49.04483756,1.264015686,75.45088187,STANDBY
2026-02-03 19:00:00,P-101A,2.218378136,12.65114525,156.7310723,49.98616249,1.251214,75.47066629,Operating
2026-02-27 23:00:00,P-102B,2.220031543,13.08541781,154.6179894,47.683628,1.452596493,73.92633394,Operating
2026-02-23 8:00:00,P-102C,2.219475798,12.81051194,154.6066413,47.10640344,1.211782923,73.56724443,Operating
2026-02-10 15:00:00,P-101B,2.215848729,11.9792853,149.5706014,45.2917473,1.959417411,76.06473461,Operating
2026-02-23 11:00:00,P-101B,2.214778533,9.915707822,135.9068973,40.44179743,4.604550579,77.8346835,Operating
2026-02-02 8:00:00,P-101B,2.06469793,12.89290168,156.6401998,47.32992301,1.52945274,74.50497775,Operating
2026-02-27 15:00:00,P-101B,2.168841668,9.139457569,133.6515518,39.68461025,5.461160087,74.91861388,stndby
2026-02-15 23:00:00,P-101C,2.199482601,12.76854679,153.9626999,45.46230239,1.300846963,79.31098079,Operating
2026-01-03 2:00:00,P-101A,2.188014211,12.75997165,155.4293087,47.18002575,1.069595373,70.85116519,Operating
2026-02-24 2:00:00,P-102C,2.176293462,12.7265552,158.2064597,48.41571093,1.106685706,76.0754837,Operating
2026-02-04 10:00:00,P-101B,2.233473025,12.74469223,159.0024748,47.95073514,1.205948073,74.76104853,Operating
2026-02-06 8:00:00,P-102B,2.155955533,12.95582068,156.5572438,45.84563708,1.077335581,74.47481661,Operating
2026-02-12 18:00:00,P-102B,2.216137635,12.93243542,152.81182,49.40770025,1.055600958,76.14499942,Operating
2026-12-02 14:00:00,P-101A,2.179947852,12.80762236,152.7591365,47.5107183,0.9930428434,71.98811788,Operating
2026-02-25 14:00:00,P-101B,2.152624859,9.510577318,138.0390143,40.16889778,4.787884968,73.73309366,Standby
2026-02-25 8:00:00,P-101B,2.255135434,9.509120899,137.5421146,40.32578775,5.567032616,76.74870027,Operating
2026-02-05 12:00:00,P-102A,2.153718715,12.83897545,155.3418737,48.10947508,1.352674678,74.62099873,Operating
2026-02-03 15:00:00,P-102B,2.207151101,12.84799383,157.3070669,48.39299616,1.198957379,73.73807433,Operating
2026-02-02 5:00:00,P-102A,2.213557547,12.82409553,152.8446531,47.40771858,1.221279602,77.72007762,Operating
2026-02-08 11:00:00,P-101B,2.241636964,12.50433497,154.6013471,46.58843332,1.880687688,74.34444971,Operating
2026-02-06 10:00:00,P-102A,2.219971421,12.82681059,155.4369548,49.46026669,1.278396622,75.27787933,Operating
2026-08-02 8:00:00,P-101A,2.252882151,12.81996416,152.3049439,49.29184249,1.362703757,76.93686033,STANDBY
2026-02-27 1:00:00,P-102C,2.244634828,12.59672271,153.1821734,46.98042413,1.188345691,76.64087379,OPR
2026-02-28 6:00:00,P-101A,2.155240064,12.8388731,157.8031002,49.24226926,1.105058565,74.60655237,Operating
2026-02-08 13:00:00,P-102B,2.212215155,12.84202645,157.2646455,48.1106574,1.141863419,77.49036473,Operating
2026-02-06 2:00:00,P-101A,2.155475427,12.76364243,154.3533866,46.8458417,1.107677393,74.49231457,Operating
2026-05-02 14:00:00,P-102A,2.230433412,12.67532366,155.4904666,48.15488952,1.009625596,75.28208231,Operating
2026-02-05 9:00:00,P-102C,2.220914405,12.6924113,154.0246074,48.25202907,1.301622185,74.81519394,Operating
2026-02-23 16:00:00,P-101B,2.290082263,9.934187116,137.8743323,42.22471049,4.762179151,73.01664443,Operating
2026-02-06 19:00:00,P-102A,2.174151565,12.8461284,156.7040565,49.27439611,1.292538029,71.81521995,Operating
2026-03-01 16:00:00,P-101A,2.227745399,12.76104217,156.7390361,47.66834672,1.096211728,76.77404527,Operating
2026-02-17 13:00:00,P-102C,2.1992433,12.79556516,154.259387,46.91246962,1.186460053,75.30933969,Operating
2026-02-12 8:00:00,P-102C,2.128936503,12.78259666,155.6793602,49.01593393,1.224522795,78.01256147,stndby
2026-02-27 17:00:00,P-101B,2.270021166,9.207031449,131.2040134,39.16272647,5.558526992,71.8534262,Operating
2026-02-15 15:00:00,P-102B,2.135124441,12.75621785,155.3304758,46.78381336,1.147381877,73.83015699,Standby
2026-02-20 8:00:00,P-101B,2.199021061,10.41027997,140.7314844,42.7358848,4.159543762,75.66967913,Operating
2026-03-02 4:00:00,P-102C,2.230372867,12.87590988,157.5265567,47.25910277,1.231437733,75.02865831,Operating
2026-02-27 6:00:00,P-102B,2.245866592,12.81603074,154.0485608,48.28760153,1.12530434,75.95374353,Operating
2026-02-09 7:00:00,P-102C,2.235826084,12.93439688,154.0507041,46.90327156,1.263741236,75.94967144,Operating
2026-02-26 11:00:00,P-101B,2.194751484,9.224770325,132.1621431,38.98092364,5.248241265,74.3721167,Operating
2026-02-19 3:00:00,P-101C,2.212020653,12.6599324,153.4775791,48.77985079,1.172094975,73.81232467,Operating
2026-02-20 17:00:00,P-102C,2.168816349,12.79055588,151.4981471,48.57494726,1.105543447,76.97735731,Operating
2026-02-15 2:00:00,P-102B,2.184419581,12.627657,151.5910653,47.91829603,1.255849093,73.59638513,Operating
2026-02-03 7:00:00,P-102C,2.161261838,12.97206352,154.0051619,48.7351307,1.152896932,73.8065154,Operating
2026-02-01 8:00:00,P-102A,2.167206362,12.73816248,153.9310229,48.31868903,1.247576869,75.31003075,Operating
2026-02-03 15:00:00,P-101B,2.231092287,12.96092915,152.7921073,49.2848715,1.301461859,76.62506089,Operating
2026-02-08 5:00:00,P-101A,2.211950917,12.64188304,151.4058258,47.79804573,1.014435019,73.61866394,Operating
2026-02-24 12:00:00,P-102A,2.253257769,12.75029821,156.2436642,47.45549923,1.166502983,75.27470923,Standby
2026-03-02 20:00:00,P-101B,2.317909771,8.738352592,133.0625446,38.91399968,6.408925034,76.24762463,Operating
2026-02-22 23:00:00,P-102A,2.203450287,12.85301358,155.0986348,48.45729506,1.130047167,71.56370613,stndby
2026-02-20 9:00:00,P-102C,2.181904665,12.83486734,155.8219771,48.74592885,1.20320656,75.37889431,Standby
2026-02-08 8:00:00,P-101C,2.171654099,12.71186833,154.2008471,49.49603644,1.129460088,74.99248982,Operating
2026-02-26 20:00:00,P-102A,2.219584966,12.88206054,,47.49161084,1.11865934,73.27493685,Standby
2026-02-26 9:00:00,P-102C,2.178712269,12.84682544,154.3818905,47.83898354,1.074180177,73.29887952,Operating
2026-02-28 10:00:00,P-102B,2.242866782,12.76338253,156.077568,45.31998441,1.324472167,75.55169669,Operating
2026-02-09 12:00:00,P-102C,2.220942843,13.00699468,154.5044523,48.18740107,1.475533029,70.60233856,operating
2026-02-16 3:00:00,P-101C,2.17729456,12.89265068,157.7108759,47.32871205,1.255579299,74.84849095,operating
2026-02-19 13:00:00,P-102A,2.163239715,12.53063675,153.1183535,48.89819335,1.151504282,76.50946141,Operating
2026-02-07 4:00:00,P-101B,2.261512832,12.59347472,152.5019043,47.4955552,1.373953303,77.45416686,Operating
2026-02-06 1:00:00,P-101B,2.208591021,12.72773541,154.5026507,48.72342779,1.176407692,75.47325561,Operating
2026-02-08 12:00:00,P-102B,2.225024305,12.73241904,158.2212182,48.20786462,1.300621076,77.05278516,Operating
2026-02-23 3:00:00,P-101A,2.085823631,12.95673912,152.5890635,47.17421887,1.302858412,74.26679647,Operating
2026-02-07 9:00:00,P-102B,2.249819358,12.85896415,155.1498338,47.13799825,1.104168924,78.69725654,Operating
2026-02-06 12:00:00,P-102A,2.147963294,12.82338724,153.7787205,49.19336246,1.251233948,76.46500365,Operating
2026-02-02 10:00:00,P-102B,2.305657097,12.81220012,156.7648796,49.86215281,1.387565501,76.50317154,Operating
2026-02-21 5:00:00,P-102B,2.151168439,12.80045539,154.4482581,49.24922437,1.145288863,77.77450984,Operating
2026-02-28 22:00:00,P-102A,2.166204311,12.66816994,154.5687941,47.98888406,1.048783391,75.16910215,Operating
2026-02-21 1:00:00,P-102A,2.277055323,12.72844127,153.3861109,47.78161517,1.102738226,73.82716926,Operating
2026-02-02 10:00:00,P-101A,2.228936493,12.82718118,155.3742651,48.24366709,1.416392652,72.61679432,Operating
2026-03-01 15:00:00,P-101A,2.265104186,999.9,156.4455589,48.72384083,1.172858588,72.95409093,Operating
2026-02-14 17:00:00,P-102C,2.208459961,12.78020206,155.9016498,46.71066372,1.253389786,76.60110032,Operating
2026-02-17 18:00:00,P-102A,2.124691701,12.91477047,154.9334308,46.80856291,1.276590217,75.80446935,Operating
2026-02-07 16:00:00,P-102B,2.146616689,12.86996566,154.0320292,49.15020383,1.227492376,73.75708218,Operating
2026-02-24 23:00:00,P-102A,2.244080998,12.81512083,154.4276292,49.52293788,1.176638416,77.27383689,Operating
2026-02-02 6:00:00,P-102C,2.131270684,12.82938495,155.9012643,47.6611689,1.196399652,74.99575378,Operating
2026-02-04 19:00:00,P-102C,2.24563738,12.95494317,155.2544331,47.87023849,1.133535621,72.3122521,Operating
2026-02-11 22:00:00,P-101B,2.167310838,11.80532476,149.8820115,46.11922191,2.509350407,76.85379221,Operating
